0.2  -47.4510372
0.5  -56.25416376
0.7  -60.53557622
0.8  -61.52547870
0.9  -61.67992447
1.0  -60.72165475
1.1  -58.94161429
1.2  -56.34274613
1.4  -49.19324197
1.6  -40.39477781
1.8  -31.00883928
2.0  -21.84959482
2.2  -13.43952138
2.4  -7.623970595
2.6  -4.628212099
2.8  -3.162739010
3.0  -2.498382173
3.3  -2.157208407
3.6  -2.106035009
3.9  -2.172365898
4.2  -2.368264945
4.5  -2.569820990
# 5.0  -3.148513370
# 5.5  -5.073147696
